date,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera
11/3/2015,unarmed,6,Male,White,Marksville,LA,FALSE,other,Car,TRUE
1/11/2016,unarmed,12,Female,White,Penn Township,PA,FALSE,other,Not fleeing,FALSE
9/14/2016,toy weapon,13,Male,Black,Columbus,OH,FALSE,other,Foot,FALSE
8/9/2016,gun,14,Male,Hispanic,Los Angeles,CA,FALSE,attack,Foot,TRUE
11/8/2017,knife,14,Male,Unknown,Odanah,WI,FALSE,other,Not fleeing,FALSE
11/19/2016,knife,15,Male,Asian,Watsonville,CA,FALSE,other,Foot,TRUE
8/9/2015,vehicle,15,Male,Black,Indianapolis,IN,FALSE,attack,Not fleeing,FALSE
8/3/2017,gun,15,Male,Black,Gary,IN,FALSE,attack,Foot,FALSE
4/19/2016,gun,15,Male,Black,St. Louis,MO,FALSE,attack,Other,FALSE
4/24/2017,gun,15,Male,Black,Killeen,TX,FALSE,attack,Not fleeing,FALSE
4/29/2017,unarmed,15,Male,Black,Balch Springs,TX,FALSE,undetermined,Not fleeing,TRUE
10/15/2015,gun,15,Male,Hispanic,Miami,FL,FALSE,attack,Car,FALSE
9/15/2017,crowbar,15,Male,Hispanic,Haymarket,VA,FALSE,other,Not fleeing,FALSE
5/6/2017,toy weapon,15,Male,White,San Diego,CA,TRUE,attack,Not fleeing,TRUE
6/14/2015,gun,15,Male,White,Cocoa,FL,TRUE,attack,Not fleeing,FALSE
11/20/2017,knife,15,Male,White,Gulfport,MS,FALSE,undetermined,Not fleeing,FALSE
2/23/2015,gun,16,Male,Black,Millbrook,AL,FALSE,attack,Not fleeing,FALSE
7/25/2017,toy weapon,16,Male,Black,Marion,AR,FALSE,attack,Not fleeing,FALSE
2/4/2018,gun,16,Male,Black,Los Angeles,CA,FALSE,other,Foot,FALSE
3/19/2015,gun,16,Male,Black,Jacksonville,FL,FALSE,attack,Car,FALSE
3/20/2016,toy weapon,16,Male,Black,Gainesville,FL,TRUE,other,Not fleeing,FALSE
4/11/2016,gun,16,Male,Black,Chicago,IL,FALSE,attack,Foot,FALSE
11/15/2015,unknown weapon,16,Male,Black,Germantown,PA,FALSE,attack,Not fleeing,FALSE
4/24/2017,gun,16,Male,Black,Houston,TX,FALSE,other,Foot,TRUE
2/6/2016,gun,16,Male,Hispanic,Los Angeles,CA,FALSE,attack,Car,TRUE
10/2/2016,toy weapon,16,Male,Hispanic,Los Angeles,CA,TRUE,attack,Not fleeing,TRUE
1/18/2017,knife,16,Male,Hispanic,Salinas,CA,FALSE,other,Not fleeing,TRUE
3/14/2017,unarmed,16,Female,Hispanic,Hayward,CA,FALSE,other,,FALSE
4/15/2017,unarmed,16,Male,Hispanic,Fresno,CA,FALSE,other,Foot,TRUE
5/9/2017,vehicle,16,Male,Hispanic,Bridgeport,CT,FALSE,undetermined,Car,FALSE
3/13/2016,unarmed,16,Male,Hispanic,Addison,TX,FALSE,undetermined,Car,FALSE
7/7/2017,undetermined,16,Male,White,Huntsville,AL,FALSE,attack,Car,FALSE
12/9/2017,gun,16,Male,White,Dover,DE,FALSE,attack,Not fleeing,FALSE
9/5/2017,knife,16,Male,White,Kendale Lakes,FL,FALSE,attack,Not fleeing,FALSE
2/14/2015,gun,16,Male,White,Essex,MD,TRUE,attack,Car,FALSE
3/12/2018,gun,16,Male,White,Midland,MI,TRUE,attack,Foot,FALSE
2/24/2016,knife,16,Male,White,Blue Springs,MO,TRUE,other,Not fleeing,FALSE
1/6/2018,gun,17,Male,Black,Little Rock,AR,FALSE,attack,Not fleeing,FALSE
4/4/2015,gun,17,Male,Black,Zion,IL,FALSE,attack,Foot,FALSE
1/1/2017,knife,17,Male,Black,Villa Park,IL,TRUE,other,Not fleeing,FALSE
6/2/2017,gun,17,Male,Black,Chicago,IL,FALSE,attack,Not fleeing,FALSE
8/8/2017,gun,17,Male,Black,Dalton,IL,FALSE,other,Other,FALSE
7/27/2016,gun,17,Male,Black,Metairie,LA,FALSE,attack,Foot,FALSE
11/23/2017,gun,17,Male,Black,St. Louis,MO,FALSE,attack,,FALSE
2/16/2017,gun,17,Male,Black,Brooklyn,NY,FALSE,attack,Foot,FALSE
2/9/2017,toy weapon,17,Male,Black,Portland,OR,FALSE,undetermined,Foot,FALSE
2/8/2016,unarmed,17,Male,Black,Austin,TX,FALSE,other,Not fleeing,FALSE
1/28/2017,gun,17,Male,Black,Des Moines,WA,FALSE,attack,Not fleeing,FALSE
8/20/2015,gun,17,Male,Hispanic,Ontario,CA,TRUE,attack,Not fleeing,FALSE
6/22/2017,unarmed,17,Male,Hispanic,Palmdale,CA,FALSE,other,Not fleeing,FALSE
1/26/2015,vehicle,17,Female,Hispanic,Denver,CO,FALSE,other,Not fleeing,FALSE
10/28/2017,knife,17,Male,Hispanic,Polk County,OR,FALSE,other,Car,FALSE
11/6/2016,vehicle,17,Male,White,Phenix City,AL,FALSE,other,Car,FALSE
10/17/2016,gun,17,Male,White,Benton,AR,TRUE,attack,Foot,FALSE
4/20/2017,unarmed,17,Female,White,Glendale,AZ,FALSE,other,Car,FALSE
7/9/2015,gun,17,Male,White,Boulder Creek,CA,TRUE,attack,Not fleeing,FALSE
6/18/2016,vehicle,17,Male,White,Carmichael,CA,FALSE,other,Car,FALSE
5/19/2015,gun,17,Male,White,Grand Junction,CO,FALSE,attack,Other,FALSE
9/24/2015,gun,17,Male,White,Fountain,CO,FALSE,attack,Not fleeing,FALSE
5/31/2017,gun,17,Male,White,Centennial,CO,FALSE,other,Other,FALSE
6/12/2015,toy weapon,17,Female,White,Kokomo,IN,TRUE,attack,Not fleeing,FALSE
1/20/2018,vehicle,17,Male,White,Overland Park,KS,TRUE,other,Car,FALSE
2/2/2015,gun,17,Male,White,Bay City,MI,FALSE,attack,Not fleeing,FALSE
2/28/2015,unarmed,17,Male,White,Roxand Township,MI,FALSE,attack,Not fleeing,TRUE
1/22/2015,knife,17,Female,White,Longview,TX,TRUE,other,Not fleeing,FALSE
7/31/2016,knife,18,Male,Asian,Manchester,NJ,TRUE,other,Not fleeing,TRUE
6/2/2017,gun,18,Male,Asian,Tulsa,OK,FALSE,attack,Foot,FALSE
6/13/2016,gun,18,Male,Black,Mobile,AL,FALSE,other,Not fleeing,FALSE
8/26/2017,gun,18,Male,Black,Pine Bluff,AR,FALSE,attack,Foot,FALSE
7/25/2016,gun,18,Male,Black,Los Angeles,CA,FALSE,attack,Foot,FALSE
8/16/2016,gun,18,Male,Black,Los Angeles,CA,FALSE,other,Foot,FALSE
10/1/2016,gun,18,Male,Black,Los Angeles,CA,FALSE,undetermined,Foot,TRUE
11/30/2015,gun,18,Male,Black,Atlanta,GA,FALSE,attack,Foot,FALSE
4/18/2016,gun,18,Male,Black,Mableton,GA,FALSE,attack,Not fleeing,FALSE
4/17/2015,gun,18,Male,Black,Chicago,IL,FALSE,attack,Foot,FALSE
7/28/2016,vehicle,18,Male,Black,Chicago,IL,FALSE,other,Car,TRUE
3/31/2016,gun,18,Male,Black,Baltimore,MD,FALSE,attack,Not fleeing,FALSE
12/13/2016,gun,18,Male,Black,Baltimore,MD,FALSE,attack,Not fleeing,FALSE
2/7/2017,gun,18,Male,Black,Baltimore,MD,FALSE,other,Other,TRUE
5/3/2017,gun,18,Male,Black,Grand Rapids,MI,FALSE,attack,Not fleeing,TRUE
8/19/2015,gun,18,Male,Black,St. Louis,MO,FALSE,attack,Foot,FALSE
12/24/2015,gun,18,Male,Black,Charlotte,NC,FALSE,attack,Not fleeing,FALSE
3/27/2016,gun,18,Male,Black,Kinston,NC,FALSE,other,Not fleeing,FALSE
6/2/2016,gun,18,Male,Black,Charlotte,NC,FALSE,other,Not fleeing,TRUE
12/24/2016,gun,18,Male,Black,Charlotte,NC,FALSE,undetermined,Not fleeing,FALSE
9/30/2016,undetermined,18,Male,Black,Newark,NJ,FALSE,undetermined,Not fleeing,FALSE
9/30/2016,undetermined,18,Male,Black,Newark,NJ,FALSE,undetermined,Not fleeing,FALSE
3/19/2015,unarmed,18,Male,Black,Cleveland,OH,FALSE,attack,Not fleeing,FALSE
10/5/2015,gun,18,Male,Black,Midwest City,OK,FALSE,attack,Not fleeing,FALSE
7/7/2015,gun,18,Male,Black,Houston,TX,FALSE,attack,Not fleeing,FALSE
4/22/2015,unarmed,18,Male,Black,Portsmouth,VA,FALSE,undetermined,Not fleeing,FALSE
2/26/2016,toy weapon,18,Male,Black,Roanoke,VA,TRUE,other,Not fleeing,FALSE
10/14/2015,vehicle,18,Male,Hispanic,Indio,CA,FALSE,other,Car,FALSE
12/1/2015,gun,18,Male,Hispanic,Norwalk,CA,FALSE,attack,Not fleeing,FALSE
7/4/2016,gun,18,Male,Hispanic,San Jose,CA,TRUE,other,Not fleeing,FALSE
1/29/2017,unarmed,18,Male,Hispanic,Santa Ana,CA,FALSE,other,Foot,FALSE
10/16/2017,gun,18,Male,Hispanic,Atwater,CA,FALSE,attack,Not fleeing,FALSE
2/19/2017,toy weapon,18,Male,Hispanic,New York,NY,FALSE,attack,Foot,FALSE
1/24/2017,gun,18,Male,Hispanic,Lancaster City,PA,FALSE,attack,Not fleeing,FALSE
6/3/2015,gun,18,Male,Hispanic,Ellis County,TX,TRUE,attack,Car,FALSE
2/2/2017,gun,18,Male,Hispanic,Wichita Falls,TX,FALSE,undetermined,Not fleeing,FALSE
1/23/2018,pipe,18,Male,Hispanic,League City,TX,FALSE,attack,Foot,FALSE
3/21/2018,knife,18,Male,Hispanic,Littlefield,TX,FALSE,attack,Not fleeing,FALSE
5/30/2017,gun,18,Male,Hispanic,Salt Lake City,UT,FALSE,attack,Car,FALSE
11/4/2015,knife,18,Male,Other,Merced,CA,FALSE,attack,Foot,FALSE
10/26/2015,unarmed,18,Male,Other,Tampa,FL,FALSE,attack,Foot,FALSE
11/28/2016,knife,18,Male,Other,Columbus,OH,FALSE,attack,Not fleeing,FALSE
2/7/2017,piece of wood,18,Male,White,Jackson County,AL,FALSE,other,Not fleeing,FALSE
3/24/2017,gun,18,Male,White,Cottonwood,CA,FALSE,attack,Not fleeing,FALSE
3/14/2017,gun,18,Male,White,Westminster,CO,FALSE,attack,Not fleeing,FALSE
5/17/2015,gun,18,Male,White,St. Petersburg,FL,TRUE,attack,Not fleeing,FALSE
9/1/2016,gun,18,Male,White,Wichita,KS,FALSE,other,Car,TRUE
8/5/2015,knife,18,Male,White,Louisville,KY,FALSE,attack,Not fleeing,FALSE
11/18/2017,vehicle,18,Male,White,Warren County,KY,FALSE,attack,Car,FALSE
2/10/2017,unarmed,18,Female,White,Vassalboro,ME,FALSE,other,,FALSE
5/28/2015,lawn mower blade,18,Male,White,Trenton,MI,FALSE,attack,Not fleeing,FALSE
11/20/2016,gun,18,Male,White,Kansas City,MO,FALSE,other,Foot,FALSE
5/6/2015,gun,18,Male,White,Wake Forest,NC,FALSE,attack,Car,FALSE
1/4/2017,gun,18,Male,White,Brooklyn,NY,FALSE,attack,Foot,FALSE
1/4/2015,gun,18,Male,White,Guthrie,OK,FALSE,attack,Not fleeing,FALSE
8/3/2015,gun,18,Male,White,Campbelltown,PA,FALSE,attack,Foot,FALSE
10/29/2015,gun,18,Male,White,Hohenwald,TN,FALSE,attack,Not fleeing,FALSE
4/23/2016,gun,18,Male,White,Antigo,WI,FALSE,attack,Not fleeing,FALSE
7/1/2017,knife,19,Male,Asian,Fort Collins,CO,TRUE,other,Not fleeing,TRUE
7/27/2016,unarmed,19,Male,Black,Tempe,AZ,TRUE,attack,Foot,FALSE
1/16/2016,gun,19,Male,Black,Belle Glade,FL,FALSE,attack,Foot,FALSE
12/26/2015,baseball bat,19,Male,Black,Chicago,IL,TRUE,undetermined,Not fleeing,FALSE
11/23/2016,undetermined,19,Male,Black,Chicago,IL,FALSE,undetermined,Foot,FALSE
1/18/2017,gun,19,Male,Black,Gary,IN,FALSE,attack,Car,FALSE
9/23/2015,unarmed,19,Male,Black,Reisterstown,MD,FALSE,other,Foot,FALSE
10/9/2015,knife,19,Male,Black,Columbia,MD,FALSE,other,Not fleeing,FALSE
12/22/2016,gun,19,Male,Black,Capitol Heights,MD,FALSE,attack,Not fleeing,FALSE
2/13/2017,unarmed,19,Male,Black,Detroit,MI,FALSE,attack,Other,FALSE
1/21/2015,gun,19,Male,Black,St. Louis,MO,FALSE,attack,Not fleeing,FALSE
10/24/2016,gun,19,Male,Black,North St. Louis,MO,FALSE,attack,Car,FALSE
11/21/2016,gun,19,Male,Black,St. Louis,MO,FALSE,attack,Foot,FALSE
6/10/2015,gun,19,Male,Black,Bronx,NY,FALSE,attack,Not fleeing,FALSE
1/28/2016,gun,19,Male,Black,Clackamas County,OR,TRUE,other,Not fleeing,FALSE
4/9/2016,gun,19,Male,Black,Philadelphia,PA,FALSE,attack,Foot,FALSE
7/17/2015,unarmed,19,Male,Black,Memphis,TN,FALSE,attack,Foot,FALSE
8/7/2015,unarmed,19,Male,Black,Arlington,TX,FALSE,other,Not fleeing,FALSE
2/13/2016,unarmed,19,Male,Black,Arvonia,VA,FALSE,attack,Not fleeing,FALSE
4/20/2017,gun,19,Male,Black,Seattle,WA,FALSE,attack,,FALSE
3/6/2015,unarmed,19,Male,Black,Madison,WI,FALSE,attack,Foot,FALSE
6/11/2017,vehicle,19,Male,Black,Milwaukee,WI,FALSE,other,Car,FALSE
4/23/2015,unarmed,19,Male,Hispanic,Long Beach,CA,FALSE,other,Not fleeing,FALSE
12/14/2015,undetermined,19,Male,Hispanic,Gilroy,CA,FALSE,undetermined,,TRUE
5/26/2016,gun,19,Male,Hispanic,Solvang,CA,FALSE,attack,Car,FALSE
7/3/2016,vehicle,19,Male,Hispanic,Fullerton,CA,FALSE,other,Car,FALSE
8/24/2017,gun,19,Male,Hispanic,Lemon Grove,CA,FALSE,attack,Foot,FALSE
3/6/2018,gun,19,Male,Hispanic,San Francisco,CA,FALSE,attack,Not fleeing,FALSE
2/5/2018,gun,19,Male,Hispanic,Colorado Springs,CO,FALSE,attack,Not fleeing,FALSE
9/10/2017,vehicle,19,Male,Hispanic,Chicago,IL,FALSE,attack,Not fleeing,TRUE
4/5/2017,gun,19,Male,Hispanic,Goshen,IN,FALSE,attack,Car,FALSE
11/12/2017,vehicle,19,Male,Hispanic,Fall River,MA,FALSE,other,Car,FALSE
12/22/2015,gun,19,Male,Hispanic,Albuquerque,NM,FALSE,undetermined,Foot,TRUE
3/24/2016,gun,19,Male,Hispanic,Pueblo of Laguna,NM,FALSE,attack,Not fleeing,TRUE
1/25/2018,knife,19,Male,Hispanic,San Antonio,TX,FALSE,attack,Other,FALSE
9/8/2015,gun,19,Male,Unknown,Fairbanks,AK,FALSE,attack,Not fleeing,FALSE
12/7/2017,undetermined,19,Male,Unknown,Denver,CO,FALSE,undetermined,Foot,FALSE
10/10/2016,gun,19,Male,Unknown,Midland,TX,FALSE,other,,FALSE
5/30/2015,unarmed,19,Male,White,Cottonwood,AZ,FALSE,attack,Foot,FALSE
7/5/2015,unarmed,19,Male,White,Pleasanton,CA,FALSE,attack,Foot,FALSE
6/25/2016,unarmed,19,Male,White,Fresno,CA,TRUE,other,Car,TRUE
5/14/2016,knife,19,Male,White,Jacksonsville,FL,TRUE,other,Not fleeing,FALSE
3/19/2017,gun,19,Male,White,Cape Canaveral,FL,FALSE,attack,Foot,FALSE
11/11/2017,gun,19,Male,White,Dakota City,IA,TRUE,attack,Other,FALSE
11/8/2016,unarmed,19,Male,White,Hays,KS,FALSE,attack,Car,FALSE
6/21/2016,toy weapon,19,Male,White,Peterborough,NH,TRUE,attack,Car,FALSE
2/25/2016,gun,19,Male,White,Silver Springs,NV,FALSE,attack,Not fleeing,TRUE
8/20/2015,gun,19,Male,White,Beverly,OH,TRUE,attack,Not fleeing,FALSE
7/26/2015,vehicle,19,Male,White,Seneca,SC,FALSE,other,Other,FALSE
6/14/2017,pen,20,Male,Asian,Burien,WA,FALSE,attack,Not fleeing,FALSE
6/22/2016,vehicle,20,Male,Black,Birmingham,AL,FALSE,attack,Car,FALSE
12/18/2016,undetermined,20,Male,Black,Los Angeles,CA,FALSE,undetermined,Foot,FALSE
11/4/2017,gun,20,Male,Black,Bakersfield,CA,FALSE,undetermined,Foot,FALSE
4/24/2015,gun,20,Male,Black,Trinidad,CO,FALSE,attack,Foot,TRUE
12/14/2017,vehicle,20,Male,Black,New Britain,CT,FALSE,other,Car,FALSE
7/14/2015,gun,20,Male,Black,Mascotte,FL,FALSE,attack,Not fleeing,FALSE
2/28/2017,gun,20,Male,Black,Orlando,FL,FALSE,attack,Foot,FALSE
7/10/2015,gun,20,Male,Black,Covington,GA,FALSE,attack,Not fleeing,FALSE
7/13/2015,gun,20,Male,Black,Stone Mountain,GA,FALSE,attack,Not fleeing,FALSE
3/2/2015,gun,20,Male,Black,Joilet,IL,FALSE,other,Foot,FALSE
3/13/2017,vehicle,20,Male,Black,Woodlawn,MD,FALSE,other,Other,TRUE
10/16/2017,gun,20,Male,Black,Baltimore,MD,FALSE,other,Foot,TRUE
4/27/2015,hammer,20,Male,Black,Detroit,MI,FALSE,other,Not fleeing,FALSE
2/18/2015,undetermined,20,Female,Black,Charlotte,NC,TRUE,other,Not fleeing,FALSE
9/30/2016,gun,20,Male,Black,Columbus,OH,FALSE,other,Foot,FALSE
6/22/2015,gun,20,Male,Black,Pittsburgh,PA,FALSE,attack,Car,FALSE
8/7/2016,knife,20,Male,Black,Harrisburg,PA,TRUE,other,Not fleeing,FALSE
11/9/2015,vehicle,20,Male,Black,Spartanburg,SC,FALSE,attack,Car,FALSE
10/15/2015,gun,20,Male,Black,Houston,TX,FALSE,attack,Not fleeing,FALSE
3/12/2016,Taser,20,Male,Black,Houston,TX,FALSE,attack,Not fleeing,FALSE
4/8/2018,undetermined,20,Male,Black,West Valley City,UT,FALSE,other,Foot,TRUE
8/5/2015,gun,20,Male,Black,Richmond,VA,FALSE,attack,Foot,FALSE
6/24/2017,vehicle,20,Male,Black,Kent,WA,FALSE,other,Car,FALSE
8/9/2017,vehicle,20,Male,Black,Kent,WA,FALSE,attack,Car,FALSE
5/18/2016,gun,20,Male,Hispanic,Phoenix,AZ,FALSE,attack,Not fleeing,FALSE
11/26/2016,vehicle,20,Male,Hispanic,Surprise,AZ,FALSE,attack,Car,TRUE
4/6/2016,knife,20,Male,Hispanic,Sylmar,CA,TRUE,attack,Not fleeing,FALSE
1/5/2017,gun,20,Male,Hispanic,Dinuba,CA,FALSE,attack,Not fleeing,FALSE
4/25/2017,vehicle,20,Male,Hispanic,Bellflower,CA,FALSE,other,Car,FALSE
5/29/2017,vehicle,20,Male,Hispanic,Vacaville,CA,FALSE,attack,Car,TRUE
6/23/2017,gun,20,Male,Hispanic,Hollywood Hills,CA,FALSE,attack,Not fleeing,FALSE
1/31/2018,knife,20,Male,Hispanic,St. James,MN,FALSE,other,Foot,FALSE
5/2/2017,gun,20,Male,Hispanic,Austin,TX,TRUE,other,Not fleeing,FALSE
5/27/2015,unarmed,20,Male,Other,Long Beach,CA,FALSE,other,Not fleeing,FALSE
1/12/2017,gun,20,Male,Unknown,Vineland,MN,FALSE,attack,Not fleeing,FALSE
6/20/2016,knife,20,Male,White,Lake Havasu City,AZ,FALSE,other,Not fleeing,TRUE
11/1/2015,gun,20,Male,White,Eureka,CA,FALSE,attack,Not fleeing,FALSE
4/12/2016,vehicle,20,Male,White,Noma,FL,FALSE,other,Car,TRUE
8/14/2017,gun,20,Male,White,Jacksonville,FL,FALSE,attack,Not fleeing,FALSE
3/20/2018,gun,20,Male,White,Winter Haven,FL,TRUE,attack,Not fleeing,FALSE
7/27/2016,knife,20,Male,White,Malta,MT,FALSE,attack,Not fleeing,FALSE
7/6/2015,gun,20,Male,White,Oklahoma City,OK,FALSE,attack,Not fleeing,FALSE
8/30/2015,gun,20,Male,White,Cushing,OK,FALSE,attack,Not fleeing,FALSE
11/5/2015,gun,20,Male,White,Hominy,OK,TRUE,attack,Car,FALSE
12/12/2015,gun,20,Male,White,East Stroudsburg,PA,TRUE,attack,Not fleeing,FALSE
2/27/2018,gun,20,Male,White,Chester,SC,FALSE,other,Car,TRUE
3/17/2015,gun,20,Male,White,Onalaska,TX,TRUE,attack,Not fleeing,FALSE
3/19/2015,unarmed,20,Male,White,Sumas,WA,TRUE,attack,Not fleeing,FALSE
3/21/2018,gun,21,Male,Asian,San Francisco,CA,FALSE,attack,Not fleeing,FALSE
5/7/2015,vehicle,21,Male,Black,Cerritos,CA,FALSE,attack,Car,FALSE
5/8/2016,toy weapon,21,Male,Black,Long Beach,CA,FALSE,other,Not fleeing,FALSE
2/16/2017,gun,21,Male,Black,Gardena,CA,FALSE,attack,Foot,FALSE
1/10/2018,unknown weapon,21,Male,Black,Palmdale,CA,FALSE,other,Car,FALSE
10/26/2015,gun,21,Female,Black,Washington,DC,FALSE,attack,Not fleeing,FALSE
7/4/2016,gun,21,Male,Black,Washington,DC,FALSE,attack,Not fleeing,FALSE
4/19/2017,gun,21,Male,Black,Wilmington,DE,FALSE,attack,Other,TRUE
4/23/2016,vehicle,21,Male,Black,Fort Pierce,FL,FALSE,attack,Car,FALSE
12/30/2016,gun,21,Male,Black,Miami,FL,FALSE,other,Car,FALSE
3/19/2017,unarmed,21,Female,Black,Gifford,FL,FALSE,other,Not fleeing,FALSE
6/1/2016,gun,21,Male,Black,Newnan,GA,FALSE,attack,Foot,TRUE
3/19/2016,gun,21,Male,Black,Chicago,IL,FALSE,attack,Foot,FALSE
5/26/2016,undetermined,21,Male,Black,Washington Park,IL,FALSE,undetermined,Foot,FALSE
4/28/2015,gun,21,Male,Black,New Orleans,LA,FALSE,attack,Not fleeing,TRUE
9/15/2015,unknown weapon,21,Male,Black,Chalmette,LA,FALSE,attack,Not fleeing,FALSE
7/9/2015,sword,21,Male,Black,Kansas City,MO,FALSE,other,Not fleeing,FALSE
1/9/2017,gun,21,Male,Black,St. Louis,MO,FALSE,attack,Car,FALSE
1/27/2018,vehicle,21,Female,Black,Jackson,MS,FALSE,attack,Car,FALSE
9/5/2015,toy weapon,21,Male,Black,Durham,NC,TRUE,attack,Not fleeing,FALSE
3/22/2015,undetermined,21,Male,Black,Islip,NY,FALSE,attack,Car,FALSE
11/19/2016,baton,21,Male,Black,Brooklyn,NY,TRUE,attack,Not fleeing,FALSE
6/19/2015,gun,21,Male,Black,Cincinnati,OH,TRUE,attack,Not fleeing,FALSE
1/17/2015,gun,21,Male,Black,Muskogee,OK,FALSE,attack,Foot,TRUE
12/4/2015,gun,21,Male,Black,Mount Washington,PA,FALSE,attack,Not fleeing,FALSE
11/17/2015,gun,21,Male,Black,Cayce,SC,FALSE,attack,Not fleeing,FALSE
1/1/2017,vehicle,21,Male,Black,Allen,TX,FALSE,attack,Car,FALSE
2/24/2016,unarmed,21,Male,Black,East Troy,WI,FALSE,other,Car,FALSE
9/17/2017,gun,21,Male,Black,West Milford,WV,FALSE,attack,Foot,FALSE
5/23/2017,gun,21,Male,Hispanic,Glendale,AZ,FALSE,attack,Other,FALSE
2/26/2015,knife,21,Male,Hispanic,San Francisco,CA,FALSE,other,Not fleeing,FALSE
4/10/2015,knife,21,Male,Hispanic,Corning,CA,FALSE,attack,Not fleeing,FALSE
10/21/2015,unarmed,21,Male,Hispanic,West Goshen,CA,TRUE,attack,Not fleeing,FALSE
3/10/2016,gun,21,Male,Hispanic,Long Beach,CA,FALSE,other,Foot,FALSE
6/7/2016,vehicle,21,Male,Hispanic,Turlock,CA,FALSE,other,Not fleeing,FALSE
1/23/2017,knife,21,Male,Hispanic,Vallejo,CA,FALSE,attack,Not fleeing,TRUE
6/7/2017,gun,21,Male,Hispanic,Fresno,CA,FALSE,attack,,TRUE
2/13/2015,gun,21,Male,Hispanic,Kansas City,KS,FALSE,attack,Car,FALSE
2/1/2016,gun,21,Male,Hispanic,Albuquerque,NM,TRUE,attack,Car,TRUE
6/16/2016,gun,21,Male,Hispanic,Albuquerque,NM,FALSE,attack,Car,FALSE
11/13/2016,gun,21,Male,Hispanic,Oklahoma City,OK,FALSE,attack,Not fleeing,FALSE
3/31/2015,toy weapon,21,Male,Hispanic,Baytown,TX,FALSE,attack,Not fleeing,FALSE
10/8/2016,knife,21,Male,Hispanic,Federal Way,WA,TRUE,other,Not fleeing,FALSE
6/19/2017,gun,21,Male,Unknown,Fairbanks,AK,TRUE,attack,Foot,FALSE
1/6/2018,knife,21,Male,Unknown,Sparta,WI,FALSE,other,Not fleeing,FALSE
10/22/2016,unknown weapon,21,Male,White,Westover,AL,TRUE,other,Not fleeing,FALSE
3/21/2015,gun,21,Male,White,Cottonwood,AZ,FALSE,attack,Not fleeing,FALSE
4/27/2016,gun,21,Male,White,Westminster,CO,FALSE,attack,Not fleeing,FALSE
8/31/2016,gun,21,Male,White,Denver,CO,FALSE,attack,Foot,FALSE
9/16/2017,knife,21,,White,Atlanta,GA,TRUE,other,Not fleeing,FALSE
10/20/2015,gun,21,Male,White,Cedar Rapids,IA,FALSE,attack,Foot,FALSE
6/7/2017,gun,21,Male,White,St. Louis,MO,FALSE,attack,Not fleeing,FALSE
8/23/2015,toy weapon,21,Male,White,Brick Township,NJ,FALSE,attack,Not fleeing,FALSE
9/25/2015,unarmed,21,Male,White,Akron,OH,TRUE,undetermined,Other,FALSE
12/21/2015,gun,21,Male,White,Canaan Township,PA,TRUE,attack,Not fleeing,FALSE
9/21/2015,unarmed,21,Male,White,Paris,TX,FALSE,attack,Not fleeing,FALSE
12/13/2015,ax,21,Male,White,Denton,TX,TRUE,other,Not fleeing,FALSE
1/18/2017,unarmed,21,Female,White,Dallas,TX,FALSE,other,Car,TRUE
1/6/2018,gun,21,Male,White,Round Rock,TX,FALSE,attack,Not fleeing,FALSE
4/14/2018,gun,21,Male,White,Round Rock,TX,FALSE,attack,Not fleeing,FALSE
12/8/2017,gun,22,Male,Asian,Redding,CA,FALSE,attack,Not fleeing,FALSE
7/8/2017,knife,22,Male,Asian,Lacey,WA,TRUE,other,Not fleeing,FALSE
6/15/2015,unarmed,22,Male,Black,South Lake Tahoe,CA,FALSE,other,Foot,FALSE
4/15/2015,gun,22,Male,Black,Miami,FL,FALSE,undetermined,Foot,FALSE
5/19/2016,gun,22,Male,Black,Miami,FL,FALSE,other,Not fleeing,FALSE
5/22/2016,unarmed,22,Male,Black,Jacksonville,FL,FALSE,other,Car,FALSE
8/30/2016,unarmed,22,Male,Black,Tampa,FL,FALSE,other,Not fleeing,FALSE
2/6/2017,toy weapon,22,Male,Black,Jacksonville,FL,FALSE,attack,Not fleeing,FALSE
10/8/2017,vehicle,22,Female,Black,Miami,FL,FALSE,attack,Car,FALSE
6/22/2016,unarmed,22,Male,Black,Atlanta,GA,FALSE,undetermined,Other,FALSE
2/8/2016,vehicle,22,Male,Black,New Orleans,LA,FALSE,other,Car,FALSE
2/13/2016,gun,22,Male,Black,Baton Rouge,LA,TRUE,attack,Car,TRUE
2/18/2017,toy weapon,22,Male,Black,Portland,ME,TRUE,other,Not fleeing,FALSE
3/24/2016,gun,22,Male,Black,Blue Springs,MO,FALSE,attack,Not fleeing,FALSE
2/3/2017,gun,22,Male,Black,Rowland,NC,FALSE,attack,Car,FALSE
5/28/2017,gun,22,Male,Black,Cary,NC,FALSE,attack,Not fleeing,FALSE
6/26/2016,gun,22,Male,Black,Lincoln,NE,FALSE,attack,Foot,FALSE
3/10/2016,toy weapon,22,Male,Black,Reno,NV,TRUE,attack,Foot,FALSE
6/9/2015,gun,22,Male,Black,Cincinnati,OH,FALSE,attack,Not fleeing,FALSE
1/12/2018,gun,22,Male,Black,Columbus,OH,FALSE,other,Not fleeing,FALSE
1/4/2016,gun,22,Male,Black,Oklahoma City,OK,FALSE,attack,Foot,TRUE
8/6/2015,gun,22,Male,Black,El Paso,TX,FALSE,attack,Car,FALSE
