date,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera
3/26/2015,knife,35,Male,Hispanic,Wilmington,CA,TRUE,other,Not fleeing,FALSE
4/21/2015,knife,35,Male,Hispanic,Los Angeles,CA,TRUE,other,Not fleeing,FALSE
6/22/2015,gun,35,Male,Hispanic,Citrus Heights,CA,FALSE,attack,Not fleeing,FALSE
10/21/2015,knife,35,Male,Hispanic,Calexico,CA,FALSE,other,Other,FALSE
11/9/2015,bean-bag gun,35,Male,Hispanic,Los Angeles,CA,FALSE,other,Not fleeing,FALSE
2/18/2016,undetermined,35,Male,Hispanic,Santa Ana,CA,FALSE,undetermined,Not fleeing,FALSE
5/19/2016,knife,35,Male,Hispanic,Citrus Heights,CA,FALSE,other,Not fleeing,TRUE
3/25/2017,gun,35,Male,Hispanic,Los Angeles,CA,FALSE,other,Foot,FALSE
7/27/2017,knife,35,Male,Hispanic,Chowchilla,CA,FALSE,attack,Not fleeing,FALSE
8/5/2017,knife,35,Male,Hispanic,Santa Rosa,CA,TRUE,attack,Not fleeing,TRUE
10/23/2017,gun,35,Male,Hispanic,Lodi,CA,FALSE,attack,Not fleeing,FALSE
12/2/2015,gun,35,Male,Hispanic,Denver,CO,FALSE,attack,Car,FALSE
1/22/2018,gun,35,Male,Hispanic,Pueblo,CO,FALSE,attack,Other,TRUE
7/6/2017,undetermined,35,Male,Hispanic,Plant City,FL,FALSE,other,Car,FALSE
10/6/2017,knife,35,Male,Hispanic,Orlando,FL,TRUE,attack,Not fleeing,FALSE
2/8/2018,knife,35,Male,Hispanic,Grant-Valkaria,FL,TRUE,other,Not fleeing,FALSE
10/10/2015,unknown weapon,35,Male,Hispanic,Lisle,IL,FALSE,undetermined,Not fleeing,FALSE
5/22/2016,gun,35,Male,Hispanic,Oxford,MA,FALSE,attack,Not fleeing,FALSE
11/4/2016,gun,35,Male,Hispanic,New York,NY,TRUE,attack,Other,FALSE
9/20/2017,pipe,35,Male,Hispanic,Oklahoma City,OK,FALSE,other,Not fleeing,FALSE
2/13/2015,unarmed,35,Male,Hispanic,Reading,PA,FALSE,other,Not fleeing,FALSE
9/5/2016,gun,35,Male,Hispanic,Austin,TX,FALSE,other,Not fleeing,FALSE
6/27/2017,gun,35,Male,Hispanic,Amarillo,TX,FALSE,attack,Foot,FALSE
2/10/2015,unarmed,35,Male,Hispanic,Pasco,WA,TRUE,other,Foot,FALSE
8/12/2017,knife,35,Male,Hispanic,Frederickstown,WA,FALSE,attack,Not fleeing,FALSE
7/12/2015,knife,35,Male,Unknown,Denver,CO,TRUE,other,Foot,FALSE
10/23/2017,undetermined,35,Male,Unknown,Standing Rock Reservation,ND,FALSE,other,Car,FALSE
5/12/2017,unarmed,35,Male,White,Baldwin County,AL,FALSE,other,Not fleeing,FALSE
5/19/2015,gun,35,Male,White,Cabot,AR,FALSE,attack,Not fleeing,FALSE
5/8/2015,sword,35,Male,White,Kearny,AZ,FALSE,attack,Not fleeing,FALSE
8/29/2016,gun,35,Female,White,Kingman,AZ,FALSE,attack,Not fleeing,FALSE
7/26/2017,gun,35,Male,White,Phoenix,AZ,FALSE,attack,Other,FALSE
10/18/2017,gun,35,Male,White,Tucson,AZ,FALSE,attack,Foot,FALSE
2/5/2018,gun,35,Male,White,Nice,CA,FALSE,other,Not fleeing,FALSE
5/11/2016,gun,35,Male,White,Aurora,CO,FALSE,attack,Car,FALSE
11/4/2017,gun,35,Male,White,Parker,CO,FALSE,attack,,FALSE
3/8/2015,vehicle,35,Male,White,Claymont,DE,FALSE,attack,Car,FALSE
9/7/2016,undetermined,35,Male,White,Titusville,FL,FALSE,undetermined,Not fleeing,FALSE
11/18/2016,gun,35,Male,White,Fort Walton Beach,FL,TRUE,other,Not fleeing,FALSE
7/21/2015,gun,35,Male,White,Jesup,GA,FALSE,attack,Not fleeing,FALSE
1/1/2017,gun,35,Male,White,Woodstock,GA,FALSE,attack,Car,FALSE
10/5/2017,unarmed,35,Male,White,Hiram,GA,FALSE,other,Not fleeing,FALSE
5/15/2016,gun,35,Male,White,Shawnee National Forest,IL,FALSE,attack,Foot,FALSE
8/3/2015,toy weapon,35,Male,White,Muncie,IN,TRUE,attack,Not fleeing,FALSE
2/14/2017,vehicle,35,Male,White,Vincennes,IN,FALSE,other,Other,FALSE
1/6/2015,gun,35,Male,White,Assaria,KS,FALSE,attack,Not fleeing,FALSE
3/5/2018,gun,35,Male,White,Oil Springs,KY,TRUE,attack,Not fleeing,FALSE
6/12/2017,gun,35,Male,White,Cade,LA,FALSE,other,Not fleeing,FALSE
6/7/2017,gun,35,Male,White,Dundalk,MD,FALSE,attack,Not fleeing,TRUE
7/7/2015,gun,35,Male,White,Sugar Creek,MO,FALSE,attack,Car,FALSE
11/5/2017,gun,35,Male,White,Meridian,MS,FALSE,attack,Not fleeing,FALSE
11/9/2017,gun,35,Male,White,Neshoba County,MS,TRUE,attack,Not fleeing,FALSE
2/11/2016,knife,35,Male,White,Maiden,NC,TRUE,other,Not fleeing,FALSE
8/4/2017,gun,35,Male,White,Spanish Springs,NV,FALSE,other,Not fleeing,FALSE
2/1/2018,unarmed,35,Male,White,Waverly,OH,FALSE,attack,Foot,FALSE
5/29/2015,gun,35,Male,White,Okmulgee County,OK,FALSE,attack,Not fleeing,FALSE
6/27/2015,gun,35,Male,White,Tahlequah,OK,FALSE,attack,Not fleeing,TRUE
10/28/2015,gun,35,Male,White,Salem,OR,FALSE,attack,Car,FALSE
4/24/2017,unarmed,35,Male,White,Wolf Creek,OR,FALSE,attack,Not fleeing,FALSE
12/9/2016,machete and gun,35,Male,White,Forks Township,PA,TRUE,other,Not fleeing,FALSE
10/5/2016,gun,35,Male,White,Moncks Corner,SC,FALSE,attack,Car,FALSE
2/26/2016,unarmed,35,Male,White,Rapid Valley,SD,FALSE,attack,Not fleeing,FALSE
9/20/2016,gun,35,Male,White,Decatur County,TN,FALSE,other,Car,TRUE
2/7/2017,gun,35,Male,White,Mt. Pleasant,TN,TRUE,attack,Car,FALSE
3/29/2018,undetermined,35,Male,White,Clarksville,TN,FALSE,undetermined,Other,FALSE
6/13/2015,guns and explosives,35,Male,White,Hutchins,TX,TRUE,attack,Not fleeing,FALSE
7/5/2015,gun,35,Male,White,Austin,TX,FALSE,attack,Foot,FALSE
7/20/2015,gun,35,Male,White,Winnie,TX,FALSE,attack,Other,FALSE
9/23/2015,gun,35,Male,White,McKinney,TX,FALSE,attack,Not fleeing,FALSE
2/19/2016,knife,35,Male,White,Ogden,UT,TRUE,attack,Not fleeing,FALSE
10/15/2015,gun,35,Male,White,Kirkland,WA,FALSE,attack,Foot,FALSE
12/6/2015,gun,35,Male,White,Seattle,WA,FALSE,attack,Car,FALSE
1/21/2018,unknown weapon,35,Male,White,Ebey Island,WA,TRUE,other,Not fleeing,FALSE
12/7/2017,gun,35,Male,White,Peshtigo,WI,FALSE,attack,Car,FALSE
5/25/2015,knife,36,Male,Black,Huntsville,AL,TRUE,attack,Not fleeing,FALSE
1/8/2015,unarmed,36,Male,Black,Strong,AR,FALSE,attack,Not fleeing,FALSE
10/22/2015,gun,36,Male,Black,Carmichael,CA,FALSE,attack,Car,FALSE
2/1/2016,toy weapon,36,Male,Black,Washington,DC,FALSE,attack,Foot,FALSE
7/12/2015,unarmed,36,Male,Black,Plantation,FL,FALSE,attack,Not fleeing,FALSE
10/2/2016,unknown weapon,36,Male,Black,Markham,IL,FALSE,other,Not fleeing,FALSE
4/12/2015,gun,36,Male,Black,Indianapolis,IN,FALSE,attack,Foot,TRUE
5/29/2015,knife,36,Male,Black,Lyndhurst,NJ,FALSE,other,Not fleeing,FALSE
6/24/2016,gun,36,Male,Black,Paterson,NJ,FALSE,attack,Not fleeing,FALSE
7/25/2015,toy weapon,36,Male,Black,Las Vegas,NV,FALSE,attack,Not fleeing,FALSE
12/8/2015,unarmed,36,Male,Black,Yonkers,NY,FALSE,other,Foot,FALSE
7/4/2017,knife,36,Male,Black,Vandalia,OH,FALSE,attack,Not fleeing,FALSE
2/4/2015,knife,36,Male,Black,Memphis,TN,FALSE,other,Not fleeing,FALSE
3/16/2017,vehicle,36,Male,Black,Alamo,TN,TRUE,attack,Not fleeing,TRUE
2/4/2016,unarmed,36,Male,Black,San Antonio,TX,FALSE,other,Not fleeing,FALSE
9/5/2016,gun,36,Male,Black,Ellis County,TX,FALSE,attack,Car,FALSE
11/22/2016,gun,36,Male,Black,Baytown,TX,FALSE,other,Car,FALSE
1/15/2015,knife,36,Male,Hispanic,Fairfield,CA,TRUE,other,Not fleeing,FALSE
3/5/2015,unarmed,36,Male,Hispanic,Burbank,CA,FALSE,other,Car,FALSE
2/23/2016,gun,36,Male,Hispanic,Ripon,CA,FALSE,other,Other,FALSE
7/28/2016,undetermined,36,Male,Hispanic,City Terrace,CA,FALSE,other,Car,TRUE
8/13/2016,vehicle,36,Male,Hispanic,Hayward,CA,FALSE,other,Car,FALSE
4/9/2017,knife,36,Male,Hispanic,Santa Paula,CA,FALSE,attack,Not fleeing,FALSE
6/20/2017,toy weapon,36,Male,Hispanic,South Gate,CA,FALSE,attack,Other,FALSE
11/10/2015,vehicle,36,Male,Hispanic,Brighton,CO,FALSE,other,Car,FALSE
6/25/2016,unarmed,36,Male,Hispanic,Gainesville,GA,FALSE,attack,Other,FALSE
3/22/2018,gun,36,Male,Hispanic,Aurora,IL,FALSE,attack,Foot,FALSE
6/3/2015,unarmed,36,Male,Hispanic,Los Lunas,NM,FALSE,attack,Not fleeing,FALSE
12/2/2015,gun,36,Male,Hispanic,Deming,NM,FALSE,attack,Not fleeing,FALSE
7/26/2016,gun,36,Male,Hispanic,Artesia,NM,FALSE,other,,FALSE
8/21/2016,knife,36,Male,Hispanic,Las Cruces,NM,FALSE,other,Not fleeing,TRUE
6/26/2017,gun,36,Male,Hispanic,Rowe,NM,TRUE,attack,Not fleeing,FALSE
1/21/2015,gun,36,Male,Hispanic,Chapeno,TX,FALSE,attack,Foot,FALSE
8/24/2016,gun,36,Male,Hispanic,Oak Cliff,TX,FALSE,attack,Foot,FALSE
7/21/2016,gun,36,Male,Other,Hilo,HI,TRUE,attack,Not fleeing,FALSE
2/10/2016,gun,36,Male,Unknown,Barrow,AK,FALSE,attack,Not fleeing,FALSE
2/21/2016,gun,36,Female,Unknown,Phoenix,AZ,TRUE,attack,Foot,FALSE
12/26/2017,gun,36,Male,Unknown,Spokane,WA,FALSE,attack,Foot,TRUE
3/26/2017,gun,36,Male,White,Wasilla,AK,FALSE,attack,Other,FALSE
8/23/2015,gun,36,Male,White,Arab,AL,FALSE,attack,Car,FALSE
4/3/2016,unknown weapon,36,Female,White,Macon County,AL,TRUE,other,Not fleeing,TRUE
2/7/2016,gun,36,Male,White,Austin,AR,FALSE,other,Not fleeing,FALSE
12/11/2015,unarmed,36,Male,White,Tucson,AZ,FALSE,attack,Not fleeing,FALSE
11/9/2016,gun,36,Male,White,Show Low,AZ,FALSE,attack,Not fleeing,FALSE
3/2/2018,knife,36,Male,White,Mesa,AZ,FALSE,other,Not fleeing,FALSE
1/21/2015,gun,36,Male,White,Hemet,CA,FALSE,attack,Not fleeing,FALSE
3/13/2015,knife,36,Male,White,Fontana,CA,FALSE,attack,Not fleeing,FALSE
3/19/2015,gun,36,Male,White,Bakersfield,CA,FALSE,attack,Not fleeing,FALSE
5/17/2016,ax,36,Male,White,Siskiyou County,CA,TRUE,other,Not fleeing,FALSE
7/24/2016,hatchet and gun,36,Male,White,Winchester,CA,TRUE,attack,Not fleeing,FALSE
3/31/2015,gun,36,Male,White,Carollwood,FL,FALSE,attack,Not fleeing,FALSE
6/7/2015,gun,36,Male,White,Melbourne,FL,FALSE,attack,Not fleeing,FALSE
8/23/2015,gun,36,Male,White,Jacksonville,FL,TRUE,attack,Not fleeing,FALSE
10/25/2015,gun,36,Male,White,Talking Rock,GA,FALSE,attack,Not fleeing,FALSE
1/16/2017,gun,36,Male,White,Tyrone,GA,FALSE,attack,Other,FALSE
3/18/2017,vehicle,36,Male,White,Cedartown,GA,FALSE,other,Car,FALSE
12/7/2016,undetermined,36,Male,White,Sioux City,IA,FALSE,other,Not fleeing,FALSE
9/3/2016,gun,36,Male,White,Metropolis,IL,FALSE,undetermined,Other,FALSE
10/7/2016,knife,36,Male,White,Fort Wayne,IN,FALSE,other,Not fleeing,FALSE
12/10/2016,knife,36,Male,White,Greenwood,IN,FALSE,other,Not fleeing,TRUE
3/28/2017,gun,36,Male,White,Lafayette,IN,FALSE,attack,Car,FALSE
3/6/2018,gun,36,Male,White,Terre Haute,IN,TRUE,attack,Not fleeing,FALSE
8/18/2016,undetermined,36,Male,White,Hays,KS,FALSE,other,Car,FALSE
5/19/2016,gun,36,Male,White,Fisty,KY,FALSE,attack,Not fleeing,FALSE
12/24/2015,vehicle,36,Male,White,Winnsboro,LA,FALSE,other,Car,FALSE
5/5/2016,vehicle,36,Male,White,Gretna,LA,FALSE,attack,Car,FALSE
9/1/2017,knife,36,Male,White,Pittsfield,MA,TRUE,other,Foot,FALSE
3/2/2016,unarmed,36,Male,White,Bel Air,MD,TRUE,other,Not fleeing,FALSE
5/9/2017,toy weapon,36,Male,White,Brighton Township,MI,TRUE,attack,Not fleeing,FALSE
8/4/2017,gun,36,Female,White,Marine City,MI,FALSE,other,Not fleeing,FALSE
1/22/2018,gun,36,Male,White,Battle Creek,MI,TRUE,other,Not fleeing,FALSE
8/7/2017,unarmed,36,Male,White,Blue Summit,MO,FALSE,other,Car,FALSE
12/27/2015,undetermined,36,Male,White,Lucedale,MS,FALSE,undetermined,Car,FALSE
6/16/2016,gun,36,Male,White,Butte,MT,FALSE,attack,Not fleeing,TRUE
6/13/2017,gun,36,Male,White,Hampton,NH,FALSE,other,Not fleeing,FALSE
4/1/2015,knife,36,Male,White,Hamilton,NJ,FALSE,attack,Not fleeing,FALSE
12/2/2016,undetermined,36,Male,White,Las Cruces,NM,TRUE,undetermined,Not fleeing,FALSE
7/4/2015,gun,36,Male,White,Henderson,NV,FALSE,attack,Not fleeing,FALSE
8/16/2016,gun,36,Male,White,Rome,OH,FALSE,other,Car,FALSE
12/12/2015,Taser,36,Male,White,Healdton,OK,FALSE,attack,Not fleeing,FALSE
10/26/2016,unarmed,36,Male,White,Bartlesville,OK,FALSE,attack,Not fleeing,FALSE
11/5/2016,vehicle,36,Male,White,Okemah,OK,FALSE,other,Car,FALSE
3/22/2015,knife,36,Male,White,Portland,OR,TRUE,other,Foot,FALSE
5/31/2016,knife,36,Male,White,Bend,OR,FALSE,other,Not fleeing,FALSE
11/5/2015,gun,36,Female,White,Goose Creek,SC,TRUE,attack,Not fleeing,FALSE
9/4/2015,gun,36,Male,White,Springtown,TX,FALSE,attack,Not fleeing,FALSE
1/19/2016,gun,36,Male,White,Dallas,TX,FALSE,attack,Car,FALSE
8/30/2016,knife,36,Male,White,Weatherford,TX,FALSE,other,Not fleeing,FALSE
12/27/2016,gun,36,Male,White,Campbellton,TX,FALSE,attack,Other,FALSE
12/30/2017,undetermined,36,Male,White,Crowell,TX,FALSE,undetermined,,FALSE
5/3/2015,gun,36,Male,White,Roosevelt,UT,TRUE,attack,Not fleeing,TRUE
4/27/2016,gun,36,Male,White,Milcreek,UT,FALSE,attack,Not fleeing,FALSE
2/26/2017,gun,36,Male,White,Aragonite,UT,TRUE,other,Not fleeing,FALSE
3/26/2016,gun,36,Male,White,Grundy,VA,TRUE,other,Not fleeing,FALSE
5/4/2015,toy weapon,36,Male,White,Kennewick,WA,TRUE,attack,Not fleeing,FALSE
1/30/2017,knife,36,Male,White,Lynnwood,WA,TRUE,other,Not fleeing,FALSE
3/14/2017,vehicle,36,Male,White,Fife,WA,FALSE,attack,Not fleeing,FALSE
2/25/2018,sword,36,Male,White,Casper,WY,FALSE,other,Foot,FALSE
1/15/2017,knife,37,Female,Asian,Long Beach,CA,TRUE,other,Not fleeing,FALSE
4/1/2015,gun,37,Male,Black,Hawthorne,CA,FALSE,attack,Not fleeing,FALSE
3/6/2015,unarmed,37,Male,Black,Aurora,CO,FALSE,undetermined,Foot,FALSE
4/28/2016,knife,37,Male,Black,Miami,FL,FALSE,attack,Not fleeing,FALSE
5/7/2016,gun,37,Male,Black,St. Petersburg,FL,FALSE,attack,Other,FALSE
8/15/2017,undetermined,37,Male,Black,Thomasville,GA,FALSE,undetermined,Not fleeing,TRUE
10/4/2017,gun,37,Male,Black,Thomas County,GA,FALSE,attack,Not fleeing,FALSE
6/29/2016,gun,37,Male,Black,Fort Madison,IA,FALSE,attack,Foot,FALSE
11/25/2016,gun,37,Male,Black,Chicago,IL,FALSE,attack,,FALSE
7/1/2017,gun,37,Male,Black,Lawndale,IL,FALSE,other,Not fleeing,TRUE
1/7/2015,gun,37,Male,Black,New Orleans,LA,FALSE,attack,Foot,TRUE
7/5/2016,undetermined,37,Male,Black,Baton Rouge,LA,FALSE,undetermined,Not fleeing,TRUE
3/11/2015,vehicle,37,Male,Black,Elkton,MD,FALSE,other,Not fleeing,FALSE
2/21/2018,gun,37,Male,Black,Fort Washington,MD,FALSE,attack,Car,FALSE
9/9/2015,guns and explosives,37,Male,Black,Kansas City,MO,TRUE,other,Not fleeing,FALSE
3/6/2018,gun,37,Male,Black,Clinton,MO,TRUE,attack,Not fleeing,FALSE
6/18/2016,unarmed,37,Male,Black,Tupelo,MS,FALSE,attack,Foot,FALSE
2/21/2018,gun,37,Male,Black,Jackson,MS,FALSE,attack,Foot,FALSE
7/7/2015,knife,37,Male,Black,Atlantic City,NJ,FALSE,attack,Foot,FALSE
4/6/2017,gun,37,Male,Black,Newark,NJ,FALSE,attack,Not fleeing,FALSE
4/17/2016,vehicle,37,Male,Black,Troy,NY,FALSE,attack,Car,FALSE
2/17/2016,toy weapon,37,Male,Black,Cincinnati,OH,FALSE,other,Other,FALSE
1/31/2016,knife,37,Male,Black,Wilkinsburg,PA,TRUE,attack,Not fleeing,FALSE
6/28/2017,screwdriver,37,Male,Black,Nashville,TN,FALSE,attack,Not fleeing,FALSE
3/12/2016,unarmed,37,Male,Black,Houston,TX,FALSE,other,Foot,FALSE
12/7/2016,gun,37,Male,Black,Houston,TX,FALSE,attack,Not fleeing,FALSE
6/5/2017,gun,37,Male,Black,Gonzales County,TX,FALSE,other,,FALSE
8/1/2017,vehicle,37,Male,Black,Waco,TX,FALSE,attack,Car,FALSE
2/1/2018,gun,37,Male,Black,Houston,TX,FALSE,attack,Foot,FALSE
2/23/2018,undetermined,37,Male,Black,Woodbridge,VA,FALSE,other,Foot,FALSE
9/3/2017,gun,37,Male,Black,Milwaukee,WI,FALSE,attack,Not fleeing,FALSE
2/13/2015,knife,37,Male,Hispanic,San Manuel,AZ,TRUE,other,Not fleeing,FALSE
3/10/2015,sword,37,Male,Hispanic,Ontario,CA,TRUE,other,Car,FALSE
9/27/2015,knife,37,Female,Hispanic,Los Angeles,CA,TRUE,other,Not fleeing,TRUE
7/7/2016,knife,37,Male,Hispanic,Bell,CA,FALSE,other,Not fleeing,FALSE
8/18/2016,gun,37,Male,Hispanic,Bakersfield,CA,FALSE,attack,Car,FALSE
11/16/2016,machete,37,Male,Hispanic,Whittier,CA,FALSE,other,Not fleeing,FALSE
11/30/2017,gun,37,Male,Hispanic,North Hollywood,CA,FALSE,other,Car,FALSE
12/2/2017,knife,37,Male,Hispanic,Colton,CA,TRUE,other,Not fleeing,FALSE
2/4/2015,gun,37,Male,Hispanic,Orlando,FL,FALSE,attack,Not fleeing,FALSE
5/21/2017,unarmed,37,Male,Hispanic,Orlando,FL,FALSE,attack,Not fleeing,FALSE
6/29/2017,Taser,37,Male,Hispanic,Deltona,FL,FALSE,other,Not fleeing,FALSE
3/2/2017,knife,37,Male,Hispanic,Paterson,NJ,TRUE,other,Not fleeing,FALSE
7/28/2017,vehicle,37,Male,Hispanic,Albuquerque,NM,FALSE,attack,Car,FALSE
6/21/2017,knife,37,Male,Hispanic,Millerton,OK,FALSE,other,Not fleeing,FALSE
4/1/2016,gun,37,Male,Hispanic,Odessa,TX,FALSE,attack,Not fleeing,FALSE
7/17/2017,gun,37,Male,Hispanic,San Antonio,TX,FALSE,attack,Not fleeing,FALSE
4/21/2015,unarmed,37,Male,Unknown,Lakewood,WA,TRUE,other,Foot,FALSE
1/25/2017,vehicle,37,Male,White,Oxford,AL,TRUE,attack,Car,FALSE
2/28/2015,gun,37,Female,White,La Paz County,AZ,FALSE,attack,Car,FALSE
3/22/2015,knife,37,Male,White,Vallejo,CA,TRUE,other,Not fleeing,FALSE
10/25/2016,knife,37,Male,White,Lincoln,CA,TRUE,other,Not fleeing,FALSE
6/16/2017,gun,37,Male,White,Antioch,CA,FALSE,other,Foot,FALSE
2/25/2016,gun,37,Male,White,Evans,CO,FALSE,attack,Foot,TRUE
9/10/2016,gun,37,Male,White,Boulder,CO,FALSE,attack,Not fleeing,TRUE
6/22/2016,knife,37,Male,White,Wellington,FL,FALSE,other,Not fleeing,FALSE
2/23/2015,knife,37,Male,White,Powder Springs,GA,FALSE,other,Not fleeing,FALSE
5/29/2017,gun,37,Male,White,Arundel,ME,FALSE,other,Not fleeing,FALSE
5/14/2015,gun,37,Male,White,Portage,MI,TRUE,attack,Car,FALSE
9/30/2016,gun,37,Male,White,Belleville,MI,FALSE,attack,Other,FALSE
9/29/2015,unarmed,37,Male,White,Mora,MN,FALSE,attack,Not fleeing,FALSE
8/28/2016,gun,37,Male,White,Eagan,MN,TRUE,attack,Not fleeing,FALSE
10/28/2016,gun,37,Male,White,Morris,MN,FALSE,attack,Other,FALSE
11/25/2015,gun,37,Female,White,Ozark,MO,FALSE,attack,Not fleeing,FALSE
3/1/2016,gun,37,Male,White,Gautier,MS,FALSE,attack,Not fleeing,FALSE
3/10/2016,toy weapon,37,Male,White,Biloxi,MS,FALSE,other,Not fleeing,FALSE
1/2/2016,knife,37,Male,White,Livingston,MT,FALSE,other,Not fleeing,FALSE
10/31/2017,ax,37,Female,White,Las Cruces,NM,TRUE,other,Not fleeing,FALSE
10/21/2017,gun,37,Male,White,Girard,OH,FALSE,attack,Not fleeing,FALSE
1/22/2018,unarmed,37,Male,White,Sallisaw,OK,FALSE,other,Not fleeing,FALSE
6/24/2017,gun,37,Male,White,Florence,OR,TRUE,attack,Car,FALSE
10/24/2017,unarmed,37,Male,White,Plymouth Township,PA,FALSE,attack,Not fleeing,FALSE
2/11/2017,gun,37,Male,White,Greenville,SC,FALSE,other,Not fleeing,FALSE
9/4/2015,gun,37,Male,White,Mitchell,SD,TRUE,attack,Not fleeing,FALSE
1/2/2016,gun,37,Male,White,Sioux Falls,SD,FALSE,attack,Not fleeing,FALSE
7/4/2015,gun,37,Male,White,Morristown,TN,FALSE,attack,Not fleeing,FALSE
1/20/2016,knife,37,Male,White,Kerrville,TX,FALSE,other,Other,FALSE
11/15/2016,gun,37,Male,White,Webster,TX,FALSE,attack,Not fleeing,FALSE
12/7/2016,undetermined,37,Male,White,Dallas,TX,FALSE,undetermined,,FALSE
1/10/2016,chain saw,37,Male,White,Kelso,WA,TRUE,other,Not fleeing,FALSE
12/18/2016,gun,37,Male,White,Ridgefield,WA,FALSE,other,Not fleeing,FALSE
9/17/2017,gun,37,Male,White,Oak Harbor,WA,TRUE,attack,Not fleeing,FALSE
5/13/2017,gun,37,Male,White,West Allis,WI,FALSE,attack,Foot,FALSE
3/17/2016,gun,38,Male,Asian,Burnsville,MN,TRUE,other,Not fleeing,TRUE
2/20/2015,gun,38,Male,Black,Homewood,AL,FALSE,attack,Not fleeing,FALSE
1/9/2017,unarmed,38,Male,Black,Phoenix,AZ,FALSE,other,Foot,TRUE
2/3/2015,gun,38,Female,Black,Emeryville,CA,FALSE,attack,Car,FALSE
9/27/2016,unarmed,38,Male,Black,El Cajon,CA,TRUE,attack,Not fleeing,TRUE
10/28/2016,gun,38,Male,Black,Sacramento,CA,TRUE,attack,Not fleeing,FALSE
1/7/2018,gun,38,Male,Black,Lauderhill,FL,FALSE,other,Foot,FALSE
1/23/2018,,38,Male,Black,Bradenton,FL,TRUE,other,Car,FALSE
2/25/2016,gun,38,Male,Black,Hesston,KS,TRUE,attack,Not fleeing,FALSE
5/20/2015,gun,38,Male,Black,Owensboro,KY,FALSE,attack,Not fleeing,FALSE
10/22/2015,knife,38,Male,Black,Shreveport,LA,FALSE,attack,Not fleeing,FALSE
9/2/2016,gun,38,Male,Black,St. Louis,MO,FALSE,attack,Other,FALSE
8/14/2015,gun,38,Male,Black,Staten Island,NY,FALSE,attack,Not fleeing,FALSE
7/10/2016,gun,38,Male,Black,Houston,TX,FALSE,other,Not fleeing,TRUE
12/1/2016,gun,38,Male,Black,Tacoma,WA,FALSE,attack,Not fleeing,FALSE
5/5/2016,gun,38,Male,Black,Milwaukee,WI,FALSE,attack,Foot,TRUE
8/13/2016,knife,38,Male,Hispanic,Phoenix,AZ,TRUE,attack,Not fleeing,FALSE
3/3/2018,piece of wood,38,Female,Hispanic,Pima County,AZ,FALSE,other,Not fleeing,FALSE
12/5/2015,gun,38,Male,Hispanic,Indio,CA,FALSE,attack,Not fleeing,FALSE
4/15/2016,baseball bat,38,Male,Hispanic,Lake Elsinore,CA,FALSE,other,Not fleeing,FALSE
9/8/2016,toy weapon,38,Male,Hispanic,Delhi,CA,FALSE,attack,Not fleeing,FALSE
1/30/2016,scissors,38,Male,Hispanic,Fort Collins,CO,FALSE,other,Not fleeing,FALSE
12/26/2015,gun,38,Male,Hispanic,Homedale,ID,FALSE,attack,Not fleeing,TRUE
4/12/2016,gun,38,Male,Hispanic,Benton,IL,FALSE,attack,Car,FALSE
1/11/2017,gun,38,Male,Hispanic,Camden,NJ,FALSE,attack,Not fleeing,FALSE
9/2/2016,gun,38,Male,Hispanic,Alamogordo,NM,FALSE,attack,Foot,TRUE
1/7/2017,toy weapon,38,Male,Hispanic,Albuquerque,NM,FALSE,other,Not fleeing,FALSE
1/25/2016,knife,38,Male,Hispanic,Reno,NV,TRUE,other,Not fleeing,FALSE
12/21/2016,vehicle,38,Male,Hispanic,Reno,NV,FALSE,attack,Car,FALSE
9/21/2017,vehicle,38,Male,Hispanic,Rockwall,TX,FALSE,attack,Car,FALSE
2/21/2017,gun,38,Male,Hispanic,Roy,UT,FALSE,attack,Not fleeing,TRUE
7/31/2016,undetermined,38,Male,Hispanic,Wapato,WA,FALSE,undetermined,Not fleeing,FALSE
2/5/2016,vehicle,38,Male,Other,Hilo,HI,FALSE,other,Car,FALSE
7/19/2017,unarmed,38,Male,Other,Saginaw,MI,FALSE,attack,Not fleeing,FALSE
2/21/2016,gun,38,Female,Unknown,Houston,AK,FALSE,attack,Not fleeing,FALSE
1/17/2016,gun,38,Male,White,Rainbow City,AL,FALSE,other,Not fleeing,FALSE
4/19/2016,gun,38,Male,White,Brooksville,AL,FALSE,attack,Car,FALSE
10/19/2017,gun,38,Male,White,Birmingham,AL,FALSE,other,Not fleeing,FALSE
7/9/2015,Taser,38,Male,White,Los Angeles,CA,FALSE,attack,Other,FALSE
10/10/2015,vehicle,38,Male,White,Pinion Hills,CA,TRUE,other,Car,FALSE
8/18/2016,gun,38,Male,White,Poway,CA,FALSE,attack,Car,FALSE
1/6/2016,toy weapon,38,Male,White,Zion,IL,TRUE,other,Foot,FALSE
3/15/2016,knife,38,Male,White,Evansville,IN,FALSE,other,Car,TRUE
4/10/2015,gun,38,Male,White,Topeka,KS,FALSE,attack,Car,FALSE
10/23/2016,gun,38,Male,White,Edmonton,KY,FALSE,attack,Not fleeing,FALSE
8/31/2016,vehicle,38,Male,White,McDowell,MO,FALSE,other,Car,FALSE
10/1/2017,gun and sword,38,Male,White,St. Louis,MO,TRUE,other,Not fleeing,FALSE
5/16/2017,gun,38,Male,White,Three Forks,MT,FALSE,attack,Car,FALSE
